"tipo","partido","radio10","sup_ha","pobl_tot","dens_ha","ind_hac","ind_gr","ind_matv","ind_dom","dim_viv","cat_viv","wkt"
"","CABA",20071408,7.59,936,123.32,0.94,0.99,0.97,0.88,0.95,"MUY ALTO","MULTIPOLYGON (((5640440.13002562 6166154.63976267,5640544.56130082 6166233.23940319,5640600.27978631 6166176.07238504,5640658.35236465 6166116.45450477,5640710.1616758 6166063.28598963,5640770.8814443 6166000.96266085,5640669.02176282 6165924.95756447,5640607.08111465 6165986.1428491,5640553.53271449 6166039.04090913,5640466.05527099 6165974.43778784,5640352.92403413 6166089.38382234,5640348.47986461 6166102.37029645,5640294.68597528 6166259.56707504,5640394.54622861 6166290.58660336,5640435.74209569 6166167.72698051,5640440.13002562 6166154.63976267)))"
"","CABA",20071409,7.52,856,113.83,0.92,0.97,0.99,0.93,0.96,"MUY ALTO","MULTIPOLYGON (((5640581.86902184 6165860.63866328,5640569.03443997 6165873.32331539,5640466.05527099 6165974.43778784,5640553.53271449 6166039.04090913,5640607.08111465 6165986.1428491,5640669.02176282 6165924.95756447,5640770.8814443 6166000.96266085,5640868.50550153 6165900.75821298,5640892.60578698 6165876.03022837,5640898.30856263 6165870.2380524,5640905.4885418 6165866.50221124,5640910.28354269 6165864.21732609,5640920.71206871 6165861.84649472,5640927.29040971 6165858.11983179,5640934.24751604 6165852.58205418,5640939.38259504 6165846.46247961,5640943.73402852 6165837.6429486,5640959.33522292 6165806.00302496,5640931.96779143 6165795.36189326,5640910.99987942 6165787.20218081,5640905.55020482 6165784.99543869,5640844.11878352 6165752.00642601,5640748.37044926 6165700.58106654,5640728.47794032 6165715.7805268,5640682.32107808 6165761.39144483,5640581.86902184 6165860.63866328)))"
"","CABA",20071501,44.89,688,15.33,0.85,0.92,0.95,0.89,0.91,"MUY ALTO","MULTIPOLYGON (((5641261.16609185 6164483.25126821,5641206.81480093 6164427.70885294,5641141.63883016 6164363.43001589,5641058.09561702 6164440.46677445,5640993.1901698 6164510.91568236,5640906.55824832 6164602.07318198,5640833.56544053 6164673.14737175,5640758.713437 6164736.33532781,5640660.11817504 6164832.78798465,5640590.19238688 6164909.46023216,5640574.98795435 6164932.77863431,5640540.69606746 6164966.68885732,5640603.8274399 6165074.71767202,5640645.60073729 6165134.34415105,5640659.22529898 6165153.79161941,5640725.595893 6165253.86982376,5640737.41075858 6165269.7139771,5640784.65317904 6165333.06775498,5640833.9279768 6165399.097698,5640883.36177062 6165478.62227122,5640917.21988883 6165550.92412341,5640955.21089078 6165509.05763419,5640955.05582991 6165508.60987731,5641030.44266806 6165437.4344904,5641124.08233796 6165349.62311673,5641112.57298188 6165339.03704104,5641078.52359163 6165304.33295821,5641034.43157159 6165259.38775388,5640992.40360621 6165216.54464844,5640948.85930043 6165172.15381581,5640997.57423718 6165124.59816082,5641015.03861057 6165107.05847263,5640989.07418209 6165110.00244975,5641133.33577732 6164968.70520435,5641240.60406448 6164866.84379736,5641311.94818841 6164797.06628136,5641378.57191288 6164731.90146554,5641410.58237139 6164700.58935736,5641443.64437733 6164668.53437035,5641359.45241908 6164583.07384504,5641329.58940166 6164552.91224862,5641326.56040711 6164550.05899015,5641274.81979686 6164501.19788094,5641261.16609185 6164483.25126821)))"
"","CABA",20071510,35.46,1023,28.85,0.88,0.91,0.94,0.87,0.91,"MUY ALTO","MULTIPOLYGON (((5641861.86756283 6165074.77826972,5641841.21393016 6165069.29444542,5641829.122708 6165064.62562358,5641819.98597294 6165056.902817,5641812.92059785 6165048.68729944,5641805.84193308 6165039.08867143,5641800.59306895 6165028.5320984,5641794.9708519 6165007.33674196,5641750.81630156 6165013.10609826,5641676.20771137 6165023.12277333,5641423.7273498 6165057.02530477,5641429.00266081 6165063.68161562,5641417.62993331 6165074.34331209,5641324.42184666 6165161.75751331,5641224.25593734 6165255.68638133,5641124.08233796 6165349.62311673,5641136.14650707 6165360.71653863,5641201.85663916 6165415.96857339,5641256.00009127 6165461.48729168,5641317.4430826 6165513.15472456,5641376.26146094 6165441.97414096,5641405.57458868 6165406.49081073,5641493.17672647 6165300.47576507,5641498.87050597 6165293.58174237,5641538.35185763 6165244.81348792,5641531.48474267 6165278.27407044,5641532.608536 6165322.21811955,5641540.63423433 6165363.66537111,5641554.8152577 6165396.71101854,5641565.59729043 6165416.48340147,5641600.64194209 6165459.55821592,5641623.80410906 6165476.81274696,5641649.69251062 6165496.5422206,5641673.72125886 6165508.1017927,5641692.84061683 6165513.93729779,5641702.80102299 6165516.73952199,5641709.50875439 6165518.4190744,5641718.61051952 6165520.26529877,5641731.23098721 6165522.22977435,5641741.88603723 6165523.43488893,5641747.50400594 6165523.86498527,5641753.7981738 6165524.05030472,5641763.31150836 6165524.18650818,5641774.63597351 6165523.67766749,5641779.70265078 6165523.31901145,5641785.47809264 6165522.80105023,5641794.08704293 6165521.54429267,5641811.24566498 6165518.21888731,5641819.10422578 6165516.44213596,5641824.99497371 6165514.77356153,5641835.97686884 6165511.276675,5641862.3115985 6165501.86379672,5641925.7964311 6165564.92621475,5641952.26258074 6165572.32211917,5641970.91923494 6165577.53946714,5641998.27950435 6165593.3388494,5642090.9569736 6165500.32127127,5642179.12379133 6165411.83501561,5642121.34550973 6165345.79382839,5642098.79452114 6165317.37746302,5642092.82531389 6165308.26988772,5642090.47635199 6165303.37424959,5642086.20380623 6165294.82693731,5642082.79124271 6165284.25014611,5642080.75837036 6165275.99690511,5642079.07049398 6165266.79274421,5642076.77925216 6165256.97256265,5642075.55598643 6165250.559204,5642074.06882126 6165240.67986177,5642073.29762021 6165232.64964574,5642072.14159382 6165223.98444382,5642069.8480213 6165214.52380395,5642067.31541104 6165202.71439474,5642065.87711667 6165197.06240534,5642064.43887739 6165191.92622747,5642061.60455713 6165182.8802367,5642055.02371706 6165170.05408173,5642045.99002782 6165157.30443116,5642040.58295087 6165150.72045281,5642034.99597976 6165144.63940125,5642028.33271467 6165138.19182124,5642021.50821844 6165132.95807897,5642012.97334979 6165126.26552107,5642003.33778439 6165120.16809376,5641987.01005908 6165110.85126323,5641977.26616945 6165105.84963692,5641967.23670137 6165100.57101646,5641956.97986235 6165095.75697058,5641946.51151791 6165091.42288782,5641935.85510866 6165087.56841046,5641925.03431363 6165084.20880781,5641914.0648791 6165081.35165489,5641902.98587269 6165078.9963555,5641891.80522716 6165077.1506039,5641880.54662153 6165075.82966936,5641869.3896474 6165075.02299612,5641861.86756283 6165074.77826972)))"
"","CABA",20071511,21.09,1148,54.43,0.9,0.94,0.96,0.82,0.92,"MUY ALTO","MULTIPOLYGON (((5641015.03861057 6165107.05847263,5640997.57423718 6165124.59816082,5640948.85930043 6165172.15381581,5640992.40360621 6165216.54464844,5641034.43157159 6165259.38775388,5641078.52359162 6165304.33295821,5641112.57298188 6165339.03704104,5641124.08233796 6165349.62311673,5641224.25593734 6165255.68638133,5641324.42184666 6165161.75751331,5641417.62993331 6165074.34331209,5641429.00266081 6165063.68161562,5641423.7273498 6165057.02530477,5641676.20771137 6165023.12277333,5641669.8104122 6164986.47271993,5641663.28553296 6164949.1446814,5641659.73885985 6164918.0000145,5641653.65840617 6164893.91999191,5641645.8937155 6164874.70335858,5641634.6799536 6164859.93157164,5641611.31480369 6164835.44749198,5641454.64450481 6164681.59784471,5641443.64437733 6164668.53437035,5641410.58237139 6164700.58935736,5641378.57191288 6164731.90146554,5641311.94818841 6164797.06628136,5641240.60406448 6164866.84379736,5641133.33577732 6164968.70520435,5640989.07418209 6165110.00244975,5641015.03861057 6165107.05847263)))"
"","CABA",20071502,15.11,1067,70.62,0.88,0.91,0.94,0.95,0.92,"MUY ALTO","MULTIPOLYGON (((5641086.63710121 6165906.80875739,5641132.18903046 6165908.11453552,5641143.46218602 6165896.04764559,5641111.10474101 6165845.71050326,5641111.65558166 6165827.5158682,5641112.19615843 6165809.67307868,5641112.18477097 6165798.16911293,5641112.49179604 6165789.60666201,5641112.68070797 6165782.52310707,5641113.6220883 6165776.60818422,5641115.11461803 6165767.88697093,5641112.5760026 6165757.21872368,5641134.71079607 6165734.28695372,5641235.33512732 6165612.51313512,5641317.4430826 6165513.15472456,5641256.00009127 6165461.48729168,5641201.85663916 6165415.96857339,5641136.14650707 6165360.71653863,5641124.08233796 6165349.62311673,5641030.44266806 6165437.4344904,5640955.05582991 6165508.60987731,5640955.21089078 6165509.05763419,5640917.21988883 6165550.92412341,5640917.34463915 6165551.19051986,5640887.27998269 6165573.64956696,5640887.13604492 6165573.75108902,5640879.47562884 6165579.40522718,5640815.97798985 6165639.4499059,5640763.80559977 6165688.79455883,5640748.37044926 6165700.58106654,5640844.11878352 6165752.00642601,5640905.55020482 6165784.99543869,5640910.99987942 6165787.20218081,5640931.96779143 6165795.36189326,5640959.33522292 6165806.00302496,5640943.73402852 6165837.6429486,5640948.03858277 6165855.97451141,5640950.29167901 6165871.49260007,5640955.14543173 6165885.35324436,5640960.33777793 6165894.76962856,5640968.57850021 6165905.74946043,5640973.91844826 6165911.52165993,5640979.23532487 6165916.29385213,5640985.96322476 6165920.83350462,5640992.68046184 6165924.16194713,5641002.43391695 6165928.25686151,5641016.62841525 6165932.47940659,5641036.77459884 6165930.319829,5641054.99811465 6165924.05528399,5641082.44688917 6165909.80342515,5641086.63710121 6165906.80875739)))"
"","CABA",20071503,6.45,960,148.84,0.87,0.96,0.98,0.9,0.94,"MUY ALTO","MULTIPOLYGON (((5641319.93912557 6165894.46507485,5641423.21490205 6165775.37833106,5641326.61391244 6165691.6417109,5641235.33512732 6165612.51313512,5641134.71079607 6165734.28695372,5641112.5760026 6165757.21872368,5641115.11461803 6165767.88697093,5641113.6220883 6165776.60818422,5641112.68070797 6165782.52310707,5641112.49179604 6165789.60666201,5641112.18477097 6165798.16911293,5641112.19615843 6165809.67307868,5641111.65558166 6165827.5158682,5641111.10474101 6165845.71050326,5641143.46218602 6165896.04764559,5641132.18903046 6165908.11453552,5641251.70046753 6165973.1512923,5641319.93912557 6165894.46507485)))"
"","CABA",20071504,6.19,655,105.82,0.91,0.98,0.96,0.93,0.95,"MUY ALTO","MULTIPOLYGON (((5641521.04668933 6166068.37495426,5641624.16329428 6165949.60323324,5641535.98081082 6165873.13135787,5641423.21490205 6165775.37833106,5641319.93912557 6165894.46507485,5641251.70046753 6165973.1512923,5641316.40142636 6166008.36477816,5641383.60061191 6166044.93911033,5641414.65078716 6166061.83887955,5641490.75529638 6166103.26355855,5641521.04668933 6166068.37495426)))"
"","CABA",20071505,6.66,705,105.86,0.94,0.97,0.97,0.9,0.95,"MUY ALTO","MULTIPOLYGON (((5641235.33512732 6165612.51313512,5641326.61391244 6165691.6417109,5641423.21490205 6165775.37833106,5641535.98081082 6165873.13135787,5641624.16329428 6165949.60323324,5641708.64747651 6165852.30304385,5641620.54331483 6165775.84561078,5641551.11493499 6165715.5936266,5641507.72038042 6165677.94497124,5641411.22884236 6165594.21450372,5641329.35797257 6165523.17192448,5641317.4430826 6165513.15472456,5641235.33512732 6165612.51313512)))"
"","CABA",20071506,6.1,1110,181.97,0.94,1,0.99,0.75,0.94,"MUY ALTO","MULTIPOLYGON (((5641507.72038042 6165677.94497124,5641551.11493499 6165715.5936266,5641620.54331483 6165775.84561078,5641708.64747651 6165852.30304385,5641741.27363928 6165814.72155466,5641750.50574339 6165804.10816491,5641804.74696213 6165741.79743091,5641839.61735489 6165701.73547809,5641676.99536823 6165567.48740454,5641611.81014814 6165643.97018106,5641575.39376683 6165616.50784449,5641564.54130195 6165537.30880053,5641519.60313816 6165557.28265429,5641479.13138943 6165516.041276,5641473.52457187 6165522.48849359,5641411.22884236 6165594.21450372,5641507.72038042 6165677.94497124)))"
"","CABA",20071507,2.89,714,247.06,0.94,0.99,1,0.89,0.97,"MUY ALTO","MULTIPOLYGON (((5641839.61735489 6165701.73547809,5641884.63392152 6165650.01454609,5641952.26258074 6165572.32211917,5641925.7964311 6165564.92621475,5641862.3115985 6165501.86379672,5641835.97686884 6165511.276675,5641824.99497371 6165514.77356153,5641819.10422578 6165516.44213596,5641811.24566498 6165518.21888731,5641794.08704293 6165521.54429267,5641785.47809264 6165522.80105023,5641779.70265078 6165523.31901145,5641774.63597351 6165523.67766749,5641763.31150836 6165524.18650818,5641753.7981738 6165524.05030472,5641747.50400594 6165523.86498527,5641741.88603723 6165523.43488893,5641731.23098721 6165522.22977435,5641718.61051952 6165520.26529877,5641676.99536823 6165567.48740454,5641839.61735489 6165701.73547809)))"
"","CABA",20071508,2.34,797,340.6,0.85,0.99,1,0.79,0.93,"MUY ALTO","MULTIPOLYGON (((5641611.81014814 6165643.97018106,5641676.99536823 6165567.48740454,5641718.61051952 6165520.26529877,5641709.50875439 6165518.4190744,5641702.80102299 6165516.73952199,5641692.84061683 6165513.93729779,5641673.72125886 6165508.1017927,5641649.69251062 6165496.5422206,5641623.80410906 6165476.81274696,5641600.64194209 6165459.55821592,5641565.59729043 6165416.48340147,5641479.13138943 6165516.041276,5641519.60313816 6165557.28265429,5641564.54130195 6165537.30880053,5641575.39376683 6165616.50784449,5641611.81014814 6165643.97018106)))"
"","CABA",20071509,3.5,1218,348,0.9,0.97,1,0.55,0.91,"MUY ALTO","MULTIPOLYGON (((5641411.22884236 6165594.21450372,5641473.52457187 6165522.48849359,5641479.13138943 6165516.041276,5641565.59729043 6165416.48340147,5641554.8152577 6165396.71101854,5641540.63423433 6165363.66537111,5641532.608536 6165322.21811955,5641531.48474267 6165278.27407044,5641538.35185763 6165244.81348792,5641498.87050597 6165293.58174237,5641493.17672647 6165300.47576507,5641405.57458868 6165406.49081073,5641376.26146094 6165441.97414096,5641317.4430826 6165513.15472456,5641329.35797257 6165523.17192448,5641411.22884236 6165594.21450372)))"
"","CABA",20071601,4.77,722,151.36,0.97,0.98,0.98,0.96,0.97,"MUY ALTO","MULTIPOLYGON (((5641711.76455796 6166040.22976667,5641828.86487668 6165912.8822177,5641839.43583967 6165902.42815491,5641818.03590731 6165878.76156635,5641799.5615322 6165858.34060263,5641781.02345669 6165837.84246006,5641750.50574339 6165804.10816491,5641741.27363928 6165814.72155466,5641708.64747651 6165852.30304385,5641624.16329428 6165949.60323324,5641521.04668933 6166068.37495426,5641490.75529638 6166103.26355855,5641543.94618936 6166136.55037008,5641566.43887737 6166151.93167133,5641592.19346901 6166169.55310447,5641604.85842365 6166156.5036888,5641711.76455796 6166040.22976667)))"
"","CABA",20071602,4.63,796,171.92,0.97,0.97,0.98,0.92,0.97,"MUY ALTO","MULTIPOLYGON (((5641688.46494002 6166247.57416834,5641707.94723834 6166271.56700858,5641723.88506078 6166291.19044596,5641728.20222638 6166296.51716567,5641746.20296176 6166318.68038014,5641764.16391386 6166340.79731228,5641773.63427716 6166352.4618098,5641785.72831168 6166363.9768708,5641908.98207053 6166243.45993895,5641899.14789467 6166234.07525132,5641865.0745486 6166198.82426029,5641835.87677292 6166168.61794229,5641816.7795352 6166148.86294872,5641797.50765859 6166128.93086932,5641776.22666084 6166106.91148796,5641752.33329838 6166082.19659727,5641733.27572383 6166062.48008672,5641711.76455796 6166040.22976667,5641604.85842365 6166156.5036888,5641592.19346901 6166169.55310447,5641618.27968585 6166187.39612626,5641641.08837393 6166202.99925938,5641669.30919299 6166223.98274683,5641688.46494002 6166247.57416834)))"
"","CABA",20071603,4.45,815,183.15,0.99,0.99,0.98,0.91,0.97,"MUY ALTO","MULTIPOLYGON (((5641835.87677292 6166168.61794229,5641865.0745486 6166198.82426029,5641899.14789467 6166234.07525132,5641908.98207053 6166243.45993895,5641998.81298684 6166159.53618553,5641961.65223655 6166101.72252565,5641935.30102271 6166059.85137922,5641920.46730997 6166036.27216766,5641905.36955165 6166012.29058936,5641887.93291009 6165984.58551974,5641869.38265282 6165955.09210079,5641854.25292114 6165931.06412672,5641839.43583967 6165902.42815491,5641828.86487668 6165912.8822177,5641711.76455796 6166040.22976667,5641733.27572383 6166062.48008672,5641752.33329838 6166082.19659727,5641776.22666084 6166106.91148796,5641797.50765859 6166128.93086932,5641816.7795352 6166148.86294872,5641835.87677292 6166168.61794229)))"
"","CABA",20071604,6.75,726,107.56,0.96,0.93,0.97,0.81,0.94,"MUY ALTO","MULTIPOLYGON (((5641991.81264177 6166500.3523674,5641991.93905697 6166500.46784282,5642004.53866884 6166495.35740196,5642037.85431096 6166467.13838595,5642075.74371162 6166434.93476903,5642093.29569193 6166419.48665065,5642162.4365956 6166362.01301521,5642176.12658581 6166349.04173036,5642165.72904673 6166338.49957658,5642159.87175256 6166332.20535567,5642086.28262261 6166253.31449081,5641998.81298684 6166159.53618553,5641908.98207053 6166243.45993895,5641785.72831168 6166363.9768708,5641794.50742996 6166372.33821438,5641803.23761406 6166378.00401585,5641890.44474782 6166434.60097161,5641991.81264177 6166500.3523674)))"
"","CABA",20071605,7.18,795,110.72,0.92,0.97,0.97,0.9,0.95,"MUY ALTO","MULTIPOLYGON (((5642086.28262261 6166253.31449081,5642159.87175256 6166332.20535567,5642165.72904673 6166338.49957658,5642176.12658581 6166349.04173036,5642291.90181619 6166239.32229076,5642363.12494865 6166171.82098057,5642380.11831114 6166155.61062285,5642370.27287025 6166145.2684704,5642289.42784409 6166060.75597555,5642214.5341596 6165982.4243035,5642204.19979174 6165972.01562027,5642115.08343068 6166054.62342933,5642102.74563084 6166066.06573695,5642013.68460159 6166145.64029322,5641998.81298684 6166159.53618553,5642086.28262261 6166253.31449081)))"
"","CABA",20071606,6.58,1007,153.04,0.93,0.98,0.93,0.94,0.94,"MUY ALTO","MULTIPOLYGON (((5641839.43583967 6165902.42815491,5641854.25292114 6165931.06412672,5641869.38265282 6165955.09210079,5641887.93291009 6165984.58551974,5641905.36955165 6166012.29058936,5641920.46730997 6166036.27216766,5641935.30102271 6166059.85137922,5641961.65223655 6166101.72252565,5641998.81298684 6166159.53618553,5642013.68460159 6166145.64029322,5642102.74563084 6166066.06573695,5642115.08343068 6166054.62342933,5642103.71947227 6166044.34768426,5642076.24054147 6166016.67074975,5642042.49094728 6165982.66527692,5642029.77545834 6165969.86235611,5642009.82103737 6165949.76093363,5642005.72536975 6165945.63439639,5641991.14461874 6165930.95299322,5641967.84861533 6165907.48725383,5641909.90626248 6165849.12317889,5641901.76878736 6165840.81458122,5641978.68417569 6165764.79366991,5641988.72423142 6165754.88695425,5641884.63392152 6165650.01454609,5641839.61735489 6165701.73547809,5641804.74696213 6165741.79743091,5641750.50574339 6165804.10816491,5641781.02345669 6165837.84246006,5641799.5615322 6165858.34060263,5641818.03590731 6165878.76156635,5641839.43583967 6165902.42815491)))"
"","CABA",20071607,9.26,947,102.27,0.95,0.9,0.96,0.88,0.94,"MUY ALTO","MULTIPOLYGON (((5642157.38984595 6165752.50907948,5642075.08064715 6165670.16416145,5641998.27950435 6165593.3388494,5641970.91923494 6165577.53946714,5641952.26258074 6165572.32211917,5641884.63392152 6165650.01454609,5641988.72423142 6165754.88695425,5641978.68417569 6165764.79366991,5641901.76878736 6165840.81458122,5641909.90626248 6165849.12317889,5641967.84861533 6165907.48725383,5641991.14461874 6165930.95299322,5642005.72536975 6165945.63439639,5642009.82103737 6165949.76093363,5642029.77545834 6165969.86235611,5642042.49094728 6165982.66527692,5642076.24054147 6166016.67074975,5642103.71947227 6166044.34768426,5642115.08343068 6166054.62342933,5642204.19979174 6165972.01562027,5642282.61205525 6165899.33242737,5642293.15404517 6165889.02728141,5642278.42095125 6165873.58228666,5642162.10415219 6165757.22795916,5642157.38984595 6165752.50907948)))"
"","CABA",20071608,10.57,1106,104.64,0.86,0.89,0.95,0.84,0.9,"MUY ALTO","MULTIPOLYGON (((5642344.72926753 6165584.34854545,5642259.9475604 6165495.16384229,5642194.9593914 6165426.80205485,5642179.12379133 6165411.83501561,5642090.9569736 6165500.32127127,5641998.27950435 6165593.3388494,5642075.08064715 6165670.16416145,5642157.38984595 6165752.50907948,5642162.10415219 6165757.22795916,5642278.42095125 6165873.58228666,5642293.15404517 6165889.02728141,5642380.42293225 6165803.65747719,5642469.96367192 6165716.08029326,5642344.72926753 6165584.34854545)))"
"","CABA",20071609,9.29,1057,113.78,0.84,0.86,0.92,0.95,0.89,"MUY ALTO","MULTIPOLYGON (((5642289.42784409 6166060.75597555,5642370.27287025 6166145.2684704,5642380.11831114 6166155.61062285,5642453.51441205 6166085.56739496,5642465.67731344 6166073.87759705,5642479.383547 6166060.70648398,5642546.60923718 6165996.8340935,5642551.68686259 6165984.38492981,5642642.759748 6165897.84726522,5642637.53333036 6165892.34683739,5642556.64368119 6165807.26034116,5642469.96367192 6165716.08029326,5642380.42293225 6165803.65747719,5642293.15404517 6165889.02728141,5642282.61205525 6165899.33242737,5642204.19979174 6165972.01562027,5642214.5341596 6165982.4243035,5642289.42784409 6166060.75597555)))"
"","CABA",20071701,28.82,1605,55.69,0.61,0.5,0.81,0.72,0.7,"MEDIO","MULTIPOLYGON (((5642517.70839249 6165378.56497173,5642548.11247678 6165350.03614363,5642517.59979715 6165318.17741552,5642496.02964777 6165295.65445142,5642490.38290471 6165289.7540524,5642495.76408904 6165284.39658414,5642513.03202016 6165267.74431688,5642526.98057651 6165257.37934561,5642532.0849951 6165253.34689335,5642537.0660746 6165241.74324772,5642532.85659771 6165236.30547031,5642522.31972677 6165222.35953778,5642506.51826698 6165201.43667453,5642470.37568154 6165153.00154638,5642455.66314427 6165134.29726488,5642540.11194261 6165049.53291817,5642552.1662321 6165037.43838586,5642563.10425119 6165026.45503508,5642594.3252296 6164995.1236188,5642563.91895065 6164988.67882324,5642485.55045402 6164985.85757573,5642208.12539547 6164975.88257526,5641919.79870343 6164991.03612754,5641794.9708519 6165007.33674196,5641800.59306895 6165028.5320984,5641805.84193308 6165039.08867143,5641812.92059785 6165048.68729944,5641819.98597294 6165056.902817,5641829.122708 6165064.62562358,5641841.21393016 6165069.29444542,5641861.86756283 6165074.77826972,5641869.3896474 6165075.02299612,5641880.54662153 6165075.82966936,5641891.80522716 6165077.1506039,5641902.98587269 6165078.9963555,5641914.0648791 6165081.35165489,5641925.03431363 6165084.20880781,5641935.85510866 6165087.56841046,5641946.51151791 6165091.42288782,5641956.97986235 6165095.75697058,5641967.23670137 6165100.57101646,5641977.26616945 6165105.84963692,5641987.01005908 6165110.85126323,5642003.33778439 6165120.16809376,5642012.97334979 6165126.26552107,5642021.50821844 6165132.95807897,5642028.33271467 6165138.19182124,5642034.99597976 6165144.63940125,5642040.58295087 6165150.72045281,5642045.99002782 6165157.30443116,5642055.02371706 6165170.05408173,5642061.60455713 6165182.8802367,5642064.43887739 6165191.92622747,5642065.87711667 6165197.06240534,5642067.31541104 6165202.71439474,5642069.8480213 6165214.52380395,5642072.14159382 6165223.98444382,5642073.29762021 6165232.64964574,5642074.06882126 6165240.67986177,5642075.55598643 6165250.559204,5642076.77925216 6165256.97256265,5642079.07049398 6165266.79274421,5642080.75837036 6165275.99690511,5642082.79124271 6165284.25014611,5642086.20380623 6165294.82693731,5642090.47635199 6165303.37424959,5642092.82531389 6165308.26988772,5642098.79452114 6165317.37746302,5642121.34550973 6165345.79382839,5642179.12379133 6165411.83501561,5642194.9593914 6165426.80205485,5642259.9475604 6165495.16384229,5642344.72926753 6165584.34854545,5642469.96367192 6165716.08029326,5642477.48686544 6165708.71287008,5642490.09248362 6165696.38331174,5642557.57381975 6165627.97761998,5642564.90841562 6165620.54273153,5642569.57236663 6165615.81362384,5642622.45352108 6165562.19065649,5642655.92273664 6165528.63669154,5642661.59583586 6165522.94652604,5642578.39271388 6165439.39597048,5642543.85830385 6165467.6751966,5642539.82136978 6165463.81348415,5642483.82147169 6165410.35122743,5642517.70839249 6165378.56497173)))"
"","CABA",20071710,1.66,1507,907.83,0.59,0.01,0.86,0.78,0.66,"MEDIO","MULTIPOLYGON (((5642779.04510182 6165131.79057576,5642759.95305104 6165124.89767391,5642735.91268661 6165103.48787876,5642725.98705809 6165084.87641755,5642708.15069161 6165084.92799504,5642687.06845076 6165086.18752923,5642668.08669411 6165085.78941845,5642661.79275292 6165084.59592349,5642626.08143666 6165078.25551206,5642620.38525942 6165077.31080288,5642613.98307508 6165074.65748895,5642597.76045301 6165059.93862816,5642563.10425119 6165026.45503508,5642552.1662321 6165037.43838586,5642540.11194261 6165049.53291817,5642455.66314427 6165134.29726488,5642470.37568154 6165153.00154638,5642520.6942675 6165147.07562104,5642534.08911796 6165145.49573161,5642544.43824139 6165144.06391539,5642548.7665253 6165143.45861223,5642552.92885538 6165145.29423096,5642580.67638483 6165137.29776392,5642582.70243646 6165134.85972047,5642602.24352209 6165130.42722692,5642608.36570056 6165129.58353635,5642657.44411271 6165122.79339291,5642681.41785392 6165119.47337918,5642685.14910063 6165117.64235934,5642699.07002455 6165116.73437643,5642728.52772529 6165129.13333362,5642746.86817101 6165130.52596794,5642779.04510182 6165131.79057576)))"
"","CABA",20071711,0.97,560,577.32,0.59,0,0.86,0.73,0.65,"MEDIO","MULTIPOLYGON (((5642709.71848002 6165019.2444013,5642700.88713911 6165017.40459523,5642681.82236847 6165013.49955756,5642639.80804918 6165004.51465972,5642594.3252296 6164995.1236188,5642563.10425119 6165026.45503508,5642597.76045301 6165059.93862816,5642613.98307508 6165074.65748895,5642620.38525942 6165077.31080288,5642626.08143666 6165078.25551206,5642661.79275292 6165084.59592349,5642668.08669411 6165085.78941845,5642687.06845076 6165086.18752923,5642708.15069161 6165084.92799504,5642725.98705809 6165084.87641755,5642709.50353795 6165047.15419826,5642709.71848002 6165019.2444013)))"
"","CABA",20071702,1.63,1587,973.62,0.52,0,0.87,0.71,0.63,"BAJO","MULTIPOLYGON (((5642539.82136978 6165463.81348415,5642543.85830385 6165467.6751966,5642578.39271388 6165439.39597048,5642587.26294996 6165430.16356133,5642567.11743508 6165407.27497123,5642629.57808313 6165344.80731349,5642630.37411135 6165338.07396366,5642652.67883208 6165311.41934055,5642655.52746211 6165308.08561173,5642634.40724007 6165288.4161918,5642603.55618657 6165248.72382452,5642572.88524488 6165271.54371832,5642532.05293402 6165303.49067391,5642531.37210168 6165308.041781,5642517.59979715 6165318.17741552,5642548.11247678 6165350.03614363,5642517.70839249 6165378.56497173,5642483.82147169 6165410.35122743,5642539.82136978 6165463.81348415)))"
"","CABA",20071703,1.04,1374,1321.15,0.5,0,0.89,0.79,0.65,"MEDIO","MULTIPOLYGON (((5642578.27415317 6165208.81363006,5642544.43824139 6165144.06391539,5642534.08911796 6165145.49573161,5642520.6942675 6165147.07562104,5642470.37568154 6165153.00154638,5642506.51826698 6165201.43667453,5642522.31972677 6165222.35953778,5642532.85659771 6165236.30547031,5642537.0660746 6165241.74324772,5642532.0849951 6165253.34689335,5642526.98057651 6165257.37934561,5642513.03202016 6165267.74431688,5642495.76408904 6165284.39658414,5642490.38290471 6165289.7540524,5642496.02964777 6165295.65445142,5642517.59979715 6165318.17741552,5642531.37210168 6165308.041781,5642532.05293402 6165303.49067391,5642572.88524488 6165271.54371832,5642603.55618657 6165248.72382452,5642578.27415317 6165208.81363006)))"
"","CABA",20071704,1.01,1645,1628.71,0.56,0,0.85,0.75,0.64,"MEDIO","MULTIPOLYGON (((5642655.52746211 6165308.08561173,5642682.9467557 6165276.01505729,5642684.7999668 6165272.49331687,5642686.26498618 6165264.53056248,5642667.62680411 6165248.74657978,5642648.73810097 6165220.64160827,5642634.34048096 6165188.77145085,5642626.61456 6165175.68138961,5642608.36570056 6165129.58353635,5642602.24352209 6165130.42722692,5642582.70243646 6165134.85972047,5642580.67638483 6165137.29776392,5642552.92885538 6165145.29423096,5642548.7665253 6165143.45861223,5642544.43824139 6165144.06391539,5642578.27415317 6165208.81363006,5642603.55618657 6165248.72382452,5642634.40724007 6165288.4161918,5642655.52746211 6165308.08561173)))"
