"tipo","partido","radio10","sup_ha","pobl_tot","dens_ha","ind_hac","ind_gr","ind_matv","ind_dom","dim_viv","cat_viv","wkt"
"URBANO","Esteban Echeverria",62600909,14.29,860,60.18,0.87,0.66,0.92,0.88,0.87,"ALTO","MULTIPOLYGON (((5637547.5039 6144760.3115,5637568.0885 6144779.6485,5637623.2852 6144829.0827,5637678.5003 6144880.423,5637783.5603 6144764.0338,5637839.5602 6144704.0339,5637892.5601 6144648.034,5637945.56 6144590.0341,5637997.5599 6144532.0343,5637942.56 6144481.0344,5637887.5601 6144430.0344,5637832.5603 6144379.0345,5637777.5604 6144328.0346,5637670.5606 6144442.0344,5637562.5608 6144559.0341,5637454.2495 6144674.5424,5637511.9487 6144726.6276,5637547.5039 6144760.3115)))"
"URBANO","Esteban Echeverria",62600914,34.95,1082,30.96,0.78,0.66,0.82,0.91,0.8,"ALTO","MULTIPOLYGON (((5637055.5621 6142692.0377,5636887.3317 6142595.3353,5636862.8738 6142688.6373,5636853.1775 6142720.7098,5636839.3219 6142766.5399,5636823.0323 6142829.2196,5636818.4875 6142846.7071,5636803.5172 6142896.2962,5636789.5005 6142942.7266,5636783.9149 6142963.6727,5636767.7602 6143024.2526,5636749.6433 6143098.0789,5636713.4095 6143223.0854,5636679.8932 6143344.9215,5636651.8121 6143440.0351,5636729.5626 6143485.0361,5636846.5623 6143551.036,5636914.5622 6143588.0359,5636955.5621 6143514.0361,5637025.6278 6143403.2772,5637088.9657 6143289.5414,5637123.0184 6143225.5224,5637165.9247 6143160.8224,5637209.5617 6143075.037,5637254.4616 6143004.1802,5637296.6868 6142932.6696,5637338.5615 6142854.0374,5637297.5616 6142831.0375,5637272.5616 6142816.0375,5637210.916 6142780.5129,5637154.5619 6142748.0376,5637055.5621 6142692.0377)))"
"URBANO","Esteban Echeverria",62600910,16.82,1367,81.27,0.79,0.47,0.74,0.83,0.73,"MEDIO","MULTIPOLYGON (((5637777.5604 6144328.0346,5637832.5603 6144379.0345,5637917.5601 6144287.0347,5637997.56 6144149.035,5638064.5599 6144031.0353,5638133.5598 6143911.0355,5638067.5599 6143875.0356,5638064.5269 6143857.0034,5638009.9341 6143824.5537,5637931.7305 6143779.6184,5637867.4024 6143741.4037,5637791.5604 6143872.0355,5637724.5605 6143990.0353,5637661.5606 6144098.0351,5637602.5607 6144164.0349,5637657.5606 6144216.0348,5637721.5605 6144277.0347,5637777.5604 6144328.0346)))"
"URBANO","Esteban Echeverria",62600106,43.85,1980,45.15,0.7,0.45,0.73,0.89,0.71,"MEDIO","MULTIPOLYGON (((5638647.2785 6154824.7728,5638723.2678 6154693.4278,5638727.5568 6154686.0145,5638727.4932 6154685.6463,5638725.2843 6154672.8616,5638773.2255 6154595.5227,5638841.5189 6154481.3233,5638865.4895 6154443.3322,5638908.9078 6154360.3397,5638779.5567 6154284.0153,5638652.557 6154208.0155,5638604.5571 6154286.0153,5638557.5571 6154363.0151,5638509.7163 6154442.7297,5638463.7284 6154518.4924,5638450.3817 6154504.2069,5638386.997 6154601.1125,5638329.8761 6154694.0549,5638271.7871 6154795.7108,5638184.177 6154740.1069,5638006.404 6154636.0507,5637969.2883 6154700.3365,5637835.714 6154926.0167,5637928.1905 6154983.0639,5638195.1426 6155136.1196,5638389.846 6155249.2392,5638445.4474 6155159.7988,5638446.5572 6155158.0136,5638485.5572 6155092.5137,5638524.5571 6155027.5138,5638529.3262 6155018.9683,5638559.9234 6154964.1424,5638598.8938 6154901.9676,5638647.2785 6154824.7728)))"
"URBANO","Esteban Echeverria",62600118,10.39,638,61.41,0.79,0.49,0.78,0.8,0.74,"MEDIO","MULTIPOLYGON (((5638477.4121 6152941.2223,5638345.9874 6152861.5476,5638290.5066 6152958.6132,5638233.7767 6153055.7386,5638175.1448 6153152.421,5638306.7902 6153233.2772,5638438.9835 6153310.1338,5638496.8821 6153214.3192,5638553.2438 6153119.5295,5638610.8863 6153022.434,5638477.4121 6152941.2223)))"
"URBANO","Esteban Echeverria",62600204,19.28,1601,83.04,0.72,0.31,0.7,0.79,0.66,"MEDIO","MULTIPOLYGON (((5638818.7427 6152378.1717,5638682.2846 6152298.8032,5638612.2568 6152258.3058,5638556.0785 6152224.8774,5638494.845 6152189.7974,5638432.5578 6152152.5195,5638330.558 6152091.0196,5638229.2031 6152032.4023,5638131.1716 6151972.5598,5638032.5586 6151915.0198,5637929.5588 6151854.02,5637888.5589 6151924.0198,5637847.5589 6151993.0197,5637950.5587 6152054.0196,5638048.1008 6152113.111,5638147.5102 6152170.7882,5638248.5581 6152230.0193,5638350.5579 6152290.0192,5638414.1014 6152328.0072,5638473.9004 6152364.1624,5638525.9001 6152397.5908,5638599.667 6152441.2953,5638733.5571 6152518.0188,5638863.5326 6152597.0155,5638910.6432 6152526.6977,5638950.5567 6152463.0189,5638913.5568 6152430.019,5638818.7427 6152378.1717)))"
"URBANO","Esteban Echeverria",62600109,15.7,1430,91.08,0.72,0.1,0.6,0.66,0.57,"BAJO","MULTIPOLYGON (((5639243.7652 6153786.7313,5639301.7376 6153695.5098,5639360.5627 6153603.4359,5639426.0556 6153508.517,5639288.5559 6153427.0171,5639165.5561 6153354.0172,5639033.1599 6153270.9328,5638885.3235 6153181.9571,5638825.0939 6153279.1459,5638765.3303 6153371.4582,5638859.5567 6153431.517,5638913.1066 6153463.3678,5639051.5563 6153546.0168,5639173.5561 6153618.0167,5639116.5562 6153715.0165,5639153.3963 6153732.1689,5639243.7652 6153786.7313)))"
"URBANO","Esteban Echeverria",62600206,11.94,1356,113.57,0.66,0.04,0.62,0.78,0.57,"BAJO","MULTIPOLYGON (((5638177.5991 6151574.4147,5638116.4416 6151538.2588,5638061.3237 6151631.5138,5638012.5587 6151714.0202,5638116.5584 6151775.0201,5638215.5582 6151834.02,5638314.558 6151892.0199,5638413.5578 6151951.0198,5638516.5576 6152012.0197,5638571.2355 6151919.4918,5638620.4426 6151836.2216,5638518.2128 6151775.7838,5638419.0529 6151717.161,5638319.1176 6151658.0798,5638220.5759 6151599.8224,5638177.5991 6151574.4147)))"
"URBANO","Esteban Echeverria",62600303,13.62,1402,102.94,0.63,0.53,0.62,0.8,0.64,"MEDIO","MULTIPOLYGON (((5638110.5586 6150963.0217,5637985.5589 6150889.0218,5637856.5591 6150812.022,5637730.6777 6150738.0416,5637690.5594 6150807.022,5637652.5595 6150872.0218,5637615.2901 6150937.6983,5637576.5596 6151003.0216,5637574.5596 6151006.0216,5637646.5595 6151047.0215,5637701.5594 6151079.0214,5637827.5591 6151153.0213,5637956.5589 6151229.0212,5637995.5588 6151162.0213,5638032.5587 6151097.0215,5638071.5587 6151031.0216,5638110.5586 6150963.0217)))"
"URBANO","Esteban Echeverria",62600307,22.15,1382,62.39,0.78,0.56,0.73,0.92,0.75,"MEDIO","MULTIPOLYGON (((5638644.5576 6150651.0224,5638683.5575 6150585.0226,5638722.5575 6150518.0227,5638773.5574 6150431.0229,5638777.5574 6150424.0229,5638829.5573 6150335.0231,5638869.5572 6150267.0232,5638905.5572 6150204.0233,5638942.5571 6150142.0235,5638812.5574 6150065.0236,5638688.5576 6149992.0237,5638652.5577 6150052.0236,5638626.5577 6150096.0235,5638615.5578 6150115.0235,5638575.5578 6150183.0233,5638518.5579 6150279.0231,5638467.558 6150366.023,5638427.5581 6150432.0228,5638389.5581 6150497.0227,5638351.5582 6150562.0226,5638312.5583 6150627.0224,5638306.5583 6150633.0224,5638433.558 6150709.0223,5638471.5579 6150731.0222,5638560.376 6150783.2836,5638606.5577 6150716.0223,5638644.5576 6150651.0224)))"
"URBANO","Esteban Echeverria",62600214,14.5,1314,90.62,0.82,0.66,0.84,0.88,0.82,"ALTO","MULTIPOLYGON (((5639371.9218 6150774.6225,5639419.5561 6150688.0225,5639307.5563 6150621.0226,5639194.5566 6150553.0227,5639079.5568 6150484.0228,5638956.557 6150411.023,5638829.5573 6150335.0231,5638777.5574 6150424.0229,5638773.5574 6150431.0229,5638722.5575 6150518.0227,5638730.5575 6150522.0227,5638848.5572 6150593.0226,5638972.557 6150667.0225,5639089.7417 6150736.7988,5639201.1719 6150798.9105,5639315.6968 6150868.2706,5639371.9218 6150774.6225)))"
"URBANO","Esteban Echeverria",62600215,15.13,1568,103.64,0.81,0.67,0.86,0.84,0.82,"ALTO","MULTIPOLYGON (((5639079.5568 6150484.0228,5639194.5566 6150553.0227,5639307.5563 6150621.0226,5639419.5561 6150688.0225,5639459.556 6150621.0226,5639498.556 6150557.0228,5639536.5559 6150493.0229,5639576.5558 6150425.023,5639615.5558 6150360.0232,5639586.5558 6150343.0232,5639502.556 6150293.0233,5639389.5562 6150225.0234,5639342.5563 6150197.0234,5639275.5565 6150157.0235,5639235.6031 6150224.3641,5639194.5566 6150291.0232,5639156.5567 6150354.0231,5639119.5567 6150417.023,5639079.5568 6150484.0228)))"
"URBANO","Esteban Echeverria",62600316,16.25,1549,95.32,0.79,0.67,0.82,0.9,0.8,"ALTO","MULTIPOLYGON (((5639021.557 6150006.0238,5639058.5569 6149943.0239,5639083.5569 6149901.024,5639096.5569 6149878.024,5638968.5571 6149803.0241,5638842.5574 6149730.0243,5638778.5575 6149692.0243,5638706.5577 6149650.0244,5638636.5578 6149609.0245,5638562.5579 6149734.0242,5638481.5581 6149869.0239,5638540.5579 6149904.0239,5638550.5579 6149911.0239,5638561.5579 6149917.0238,5638622.5578 6149953.0238,5638688.5576 6149992.0237,5638812.5574 6150065.0236,5638942.5571 6150142.0235,5638983.5571 6150071.0236,5639021.557 6150006.0238)))"
"URBANO","Esteban Echeverria",62600317,15.18,1373,90.45,0.81,0.64,0.74,0.87,0.76,"ALTO","MULTIPOLYGON (((5638049.5589 6149614.0244,5638166.5587 6149682.0242,5638279.5585 6149748.0241,5638287.5585 6149754.0241,5638295.5584 6149760.0241,5638351.5583 6149793.0241,5638416.5582 6149831.024,5638481.5581 6149869.0239,5638562.5579 6149734.0242,5638636.5578 6149609.0245,5638571.5579 6149570.0245,5638506.5581 6149532.0246,5638441.5582 6149494.0247,5638319.5585 6149423.0248,5638203.5587 6149354.0249,5638169.5587 6149412.0248,5638130.5588 6149477.0246,5638089.5589 6149546.0245,5638049.5589 6149614.0244)))"
"URBANO","Esteban Echeverria",62600101,86.92,1692,19.47,0.71,0.5,0.65,0.77,0.66,"MEDIO","MULTIPOLYGON (((5637502.3173 6155791.1264,5637373.9436 6155694.9067,5637318.0053 6155788.3422,5637267.5993 6155866.7174,5637216.2712 6155952.469,5637142.8137 6156068.956,5637071.2004 6156193.4342,5637017.8746 6156276.8808,5636961.3883 6156352.1443,5636920.56 6156418.0108,5636838.5601 6156523.0106,5636756.2094 6156605.5367,5636750.4769 6156611.2815,5636751.7359 6156612.247,5636761.6588 6156619.8571,5636777.555 6156626.2155,5636793.4512 6156641.052,5636806.1681 6156653.7689,5636817.8253 6156669.6651,5636830.5423 6156684.5016,5636840.0799 6156705.6965,5636854.9164 6156726.8914,5636865.5139 6156750.2058,5636877.1711 6156772.4605,5636900.4855 6156814.8503,5636915.3219 6156834.9855,5636922.7402 6156854.0609,5636935.4571 6156874.1961,5636954.5325 6156903.8689,5636959.8312 6156929.3028,5636961.3693 6156943.5298,5636964.0702 6156968.5134,5636964.0702 6157006.6643,5636963.0105 6157052.2334,5636966.1897 6157096.7427,5636966.8206 6157100.3479,5636973.6079 6157139.1325,5636975.7274 6157165.6262,5636978.9066 6157200.5978,5636986.3249 6157226.0317,5637005.6794 6157284.0953,5637006.46 6157286.4372,5637007.4297 6157287.34,5637034.0724 6157312.1452,5637037.1927 6157315.0503,5637055.2933 6157311.9474,5637074.2838 6157308.6919,5637108.1957 6157298.0944,5637138.3185 6157276.0043,5637139.988 6157274.78,5637157.9834 6157258.9269,5637176.8961 6157242.2657,5637229.0067 6157196.3588,5637236.288 6157184.4439,5637252.3211 6157158.2079,5637552.0587 6156658.0105,5637766.0187 6156299.301,5637813.2652 6156225.6843,5637862.1599 6156143.8271,5637915.4496 6156061.9698,5637778.6544 6155972.9705,5637639.6618 6155881.7738,5637502.3173 6155791.1264)))"
"URBANO","Esteban Echeverria",62600108,25.97,1541,59.34,0.82,0.55,0.72,0.8,0.73,"MEDIO","MULTIPOLYGON (((5639069.013 6154069.5271,5639160.2166 6153927.3998,5639203.696 6153859.1969,5639243.7652 6153786.7313,5639153.3963 6153732.1689,5639116.5562 6153715.0165,5639173.5561 6153618.0167,5639051.5563 6153546.0168,5638913.1066 6153463.3678,5638859.5567 6153431.517,5638765.3303 6153371.4582,5638706.7008 6153471.2765,5638663.661 6153536.3484,5638620.3565 6153611.8251,5638576.9381 6153683.2844,5638534.4243 6153751.1257,5639069.013 6154069.5271)))"
"URBANO","Esteban Echeverria",62600205,16.88,2054,121.68,0.72,0.27,0.61,0.83,0.62,"BAJO","MULTIPOLYGON (((5638901.5568 6152235.0194,5638795.5571 6152174.0195,5638766.0625 6152156.5432,5638639.7685 6152084.1807,5638522.5576 6152016.0197,5638516.5576 6152012.0197,5638413.5578 6151951.0198,5638314.558 6151892.0199,5638215.5582 6151834.02,5638116.5584 6151775.0201,5638012.5587 6151714.0202,5637971.5587 6151784.0201,5637929.5588 6151854.02,5638032.5586 6151915.0198,5638131.1716 6151972.5598,5638229.2031 6152032.4023,5638330.558 6152091.0196,5638432.5578 6152152.5195,5638494.845 6152189.7974,5638556.0785 6152224.8774,5638612.2568 6152258.3058,5638682.2846 6152298.8032,5638818.7427 6152378.1717,5638858.5569 6152308.0192,5638901.5568 6152235.0194)))"
"URBANO","Esteban Echeverria",62600308,19.23,1218,63.34,0.73,0.4,0.77,0.88,0.72,"MEDIO","MULTIPOLYGON (((5638181.5586 6150079.0235,5638118.5587 6150041.0235,5638067.5588 6150127.0234,5638024.4509 6150195.348,5637983.8175 6150263.0703,5637947.6989 6150327.0304,5637923.5591 6150406.0228,5638052.5588 6150482.0227,5638175.5585 6150555.0225,5638306.5583 6150633.0224,5638312.5583 6150627.0224,5638351.5582 6150562.0226,5638389.5581 6150497.0227,5638427.5581 6150432.0228,5638467.558 6150366.023,5638518.5579 6150279.0231,5638380.5582 6150197.0233,5638316.7859 6150153.5859,5638246.5585 6150117.0234,5638181.5586 6150079.0235)))"
"URBANO","Esteban Echeverria",62600212,10.69,1446,135.27,0.68,0,0.72,0.73,0.61,"BAJO","MULTIPOLYGON (((5639234.0049 6151000.8806,5639121.5566 6150934.022,5639012.4006 6150868.6393,5638894.5571 6150799.0222,5638770.2421 6150725.0974,5638644.5576 6150651.0224,5638606.5577 6150716.0223,5638560.376 6150783.2836,5638690.6979 6150860.1963,5638741.2089 6150888.9186,5638815.5572 6150934.0219,5638847.5572 6150953.0219,5638898.9374 6150983.0981,5638933.0559 6151003.285,5639042.5568 6151067.0217,5639155.5565 6151134.0216,5639195.5565 6151063.0217,5639234.0049 6151000.8806)))"
"URBANO","Esteban Echeverria",62600209,95.27,1709,17.94,0.8,0.61,0.82,0.84,0.79,"ALTO","MULTIPOLYGON (((5640392.554 6151895.5203,5640760.5534 6151287.0215,5640827.1707 6151178.1461,5640866.6598 6151103.8138,5640877.5781 6151100.0628,5640766.5534 6151041.022,5640500.8053 6150883.5268,5640491.1266 6150875.3967,5640361.4883 6150796.4365,5640202.5546 6150711.0226,5640117.8949 6150662.9417,5639989.555 6150584.0228,5639966.5551 6150570.0228,5639864.5553 6150509.0229,5639844.5553 6150497.0229,5639806.5554 6150564.0228,5639768.5554 6150632.0227,5639734.0658 6150693.1513,5639697.0789 6150758.5234,5639658.3717 6150826.4761,5639604.3966 6150917.0079,5639549.7765 6151010.3352,5639509.349 6151074.4171,5639470.4521 6151139.18,5639430.556 6151202.0215,5639388.5561 6151273.0213,5639531.9354 6151352.322,5639781.5552 6151504.021,5639863.444 6151575.9948,5639875.7235 6151562.0409,5639901.3988 6151539.1563,5639930.4231 6151519.6207,5640014.1471 6151478.3169,5640045.4041 6151467.1537,5640178.246 6151443.711,5640273.6913 6151430.3152,5640312.7625 6151419.7101,5640325.9596 6151415.7464,5640323.2127 6151455.8501,5640329.0542 6151479.5211,5640392.554 6151895.5203)))"
"URBANO","Esteban Echeverria",62600401,11.08,948,85.56,0.8,0.61,0.86,0.9,0.81,"ALTO","MULTIPOLYGON (((5638778.5575 6149692.0243,5638842.5574 6149730.0243,5638968.5571 6149803.0241,5639096.5569 6149878.024,5639126.8125 6149827.8633,5639134.5568 6149815.0241,5639171.5567 6149751.0243,5639197.7222 6149710.4707,5639212.6689 6149686.4741,5639217.4511 6149679.953,5639251.6184 6149620.4676,5639120.5569 6149546.0247,5638995.5571 6149471.0248,5638932.5573 6149433.0249,5638854.5574 6149563.0246,5638778.5575 6149692.0243)))"
"URBANO","Esteban Echeverria",62600404,12.82,1167,91.03,0.84,0.62,0.79,0.77,0.78,"ALTO","MULTIPOLYGON (((5638748.5577 6148971.0257,5638788.5576 6148904.0259,5638830.5576 6148832.026,5638869.5575 6148767.0262,5638907.5574 6148703.0263,5638790.5577 6148633.0264,5638671.5579 6148563.0265,5638632.558 6148628.0264,5638594.558 6148692.0263,5638554.5581 6148759.0261,5638526.5582 6148805.026,5638512.5582 6148829.026,5638471.5582 6148899.0258,5638433.5583 6148964.0257,5638550.5581 6149033.0256,5638668.5578 6149104.0255,5638707.5578 6149039.0256,5638748.5577 6148971.0257)))"
"URBANO","Esteban Echeverria",62600406,11.47,1190,103.75,0.9,0.73,0.83,0.88,0.84,"ALTO","MULTIPOLYGON (((5639486.5562 6149221.0254,5639525.5562 6149156.0255,5639544.5561 6149123.0256,5639563.5561 6149091.0256,5639436.5564 6149016.0258,5639311.5566 6148942.0259,5639245.5567 6148903.0259,5639241.5567 6148911.0259,5639168.5569 6149034.0257,5639087.557 6149170.0254,5639152.5569 6149209.0253,5639277.5566 6149283.0252,5639394.5564 6149353.0251,5639404.5564 6149360.0251,5639445.5563 6149290.0252,5639486.5562 6149221.0254)))"
"URBANO","Esteban Echeverria",62600409,10.73,1072,99.91,0.93,0.79,0.86,0.88,0.87,"MUY ALTO","MULTIPOLYGON (((5638907.5574 6148703.0263,5638947.5574 6148637.0264,5638987.5573 6148570.0266,5639029.5572 6148499.0267,5639068.5572 6148433.0268,5639109.1734 6148367.7149,5639040.5572 6148327.027,5638956.5574 6148279.0271,5638870.5576 6148229.0272,5638833.5576 6148291.0271,5638792.5577 6148360.0269,5638750.5578 6148429.0268,5638710.5579 6148497.0267,5638671.5579 6148563.0265,5638790.5577 6148633.0264,5638907.5574 6148703.0263)))"
"URBANO","Esteban Echeverria",62600410,14.22,726,51.05,0.94,0.64,0.9,0.86,0.87,"MUY ALTO","MULTIPOLYGON (((5639109.1734 6148367.7149,5639145.557 6148303.0271,5639201.5569 6148210.0273,5639260.5568 6148110.0275,5639192.557 6148069.0276,5639142.5571 6148040.0276,5639120.5571 6148026.0276,5639108.5572 6148019.0277,5639084.1442 6148005.2035,5639025.5573 6147972.0277,5638908.5576 6147905.0278,5638897.5576 6147898.0279,5638789.5578 6147834.028,5638783.5578 6147846.0279,5638740.5579 6147917.0278,5638729.7865 6147937.244,5638678.9314 6148023.9802,5638794.5578 6148094.0275,5638909.5575 6148163.0273,5638886.5576 6148202.0273,5638870.5576 6148229.0272,5638956.5574 6148279.0271,5639040.5572 6148327.027,5639109.1734 6148367.7149)))"
"URBANO","Esteban Echeverria",62600501,55.71,1273,22.85,0.7,0.42,0.68,0.73,0.66,"MEDIO","MULTIPOLYGON (((5640202.5546 6150711.0226,5640361.4883 6150796.4365,5640491.1266 6150875.3967,5640500.8053 6150883.5268,5640766.5534 6151041.022,5640877.5781 6151100.0628,5640992.6687 6150900.9561,5641064.7922 6150787.0164,5641325.0888 6150359.4549,5641161.5528 6150265.0236,5641028.553 6150181.0238,5640905.5533 6150105.0239,5640776.5536 6150024.024,5640769.9628 6150017.8844,5640759.2984 6150036.3047,5640736.0308 6150074.1145,5640698.221 6150149.7343,5640694.343 6150176.8798,5640691.4345 6150218.5676,5640686.0537 6150262.0235,5640689.0537 6150305.5235,5640665.5537 6150291.0235,5640628.5538 6150353.0234,5640555.5539 6150472.0231,5640485.554 6150585.0229,5640478.554 6150588.0229,5640461.5541 6150596.0228,5640431.1176 6150619.3093,5640417.9247 6150632.5022,5640406.6863 6150646.6724,5640390.8059 6150666.4617,5640268.5545 6150600.0228,5640229.5545 6150662.0227,5640202.5546 6150711.0226)))"
"URBANO","Esteban Echeverria",62600506,25.79,1677,65.03,0.71,0.23,0.56,0.73,0.58,"BAJO","MULTIPOLYGON (((5639820.5555 6149780.0243,5639827.6513 6149768.6154,5639871.5554 6149698.0245,5639909.5553 6149637.0246,5639935.5553 6149595.0247,5639976.5552 6149529.0249,5639907.5554 6149483.0249,5639816.5555 6149428.025,5639757.8691 6149390.0931,5639749.5557 6149386.0251,5639685.3173 6149345.9497,5639628.5559 6149310.0252,5639606.556 6149296.0252,5639538.5561 6149254.0253,5639486.5562 6149221.0254,5639445.5563 6149290.0252,5639404.5564 6149360.0251,5639363.5564 6149429.0249,5639324.5565 6149494.0248,5639303.516 6149529.6656,5639287.5565 6149557.0247,5639269.6874 6149588.9564,5639257.4475 6149610.8288,5639390.9138 6149692.5605,5639514.0561 6149766.0243,5639583.5559 6149813.0242,5639643.5558 6149851.0242,5639659.5558 6149860.0241,5639733.5556 6149906.0241,5639739.5556 6149911.0241,5639782.708 6149832.7638,5639806.0905 6149800.1809,5639820.5555 6149780.0243)))"
"URBANO","Esteban Echeverria",62600509,15.66,1359,86.78,0.84,0.64,0.81,0.88,0.8,"ALTO","MULTIPOLYGON (((5640278.5548 6148717.0265,5640195.5549 6148668.0266,5640121.5551 6148789.0263,5640058.4213 6148899.5792,5640018.8911 6148967.2198,5639955.6428 6149074.3906,5639906.5554 6149141.5256,5639888.0637 6149172.0413,5639971.0404 6149224.3527,5640044.9978 6149270.05,5640112.3412 6149310.937,5640179.7265 6149208.2566,5640239.5548 6149105.0257,5640277.5547 6149043.0259,5640350.5546 6148926.0261,5640426.5545 6148803.0263,5640351.5546 6148760.0264,5640316.5547 6148739.0265,5640278.5548 6148717.0265)))"
"URBANO","Esteban Echeverria",62601202,7.41,559,75.44,0.94,0.95,0.98,0.96,0.96,"MUY ALTO","MULTIPOLYGON (((5640828.5542 6145829.0322,5640715.5544 6145759.0323,5640643.5545 6145876.0321,5640638.5546 6145885.0321,5640571.5547 6145992.0319,5640688.5544 6146064.0317,5640797.5542 6146132.0316,5640801.5542 6146135.0316,5640873.5541 6146019.0319,5640946.554 6145902.0321,5640832.5542 6145832.0322,5640828.5542 6145829.0322)))"
